frame,idx,score,alpha,step_norm,z_coarse
112,1,7.75145,0.8,step,-2
112,2,10.166,0.95,step,-1
112,3,10.6811,1.1,step,0
112,4,10.4206,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
113,0,5.70657,0.65,step,-3
113,1,7.75938,0.8,step,-2
113,2,10.1702,0.95,step,-1
113,3,10.6826,1.1,step,0
113,4,10.4229,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
114,0,5.70011,0.65,step,-3
114,1,7.74984,0.8,step,-2
114,2,10.1599,0.95,step,-1
114,3,10.6763,1.1,step,0
114,4,10.4211,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
115,0,5.70037,0.65,step,-3
115,1,7.75098,0.8,step,-2
115,2,10.1639,0.95,step,-1
115,3,10.6832,1.1,step,0
115,4,10.428,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
116,0,5.70083,0.65,step,-3
116,1,7.75402,0.8,step,-2
116,2,10.1677,0.95,step,-1
116,3,10.6802,1.1,step,0
116,4,10.4188,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
117,0,5.69973,0.65,step,-3
117,1,7.75019,0.8,step,-2
117,2,10.1664,0.95,step,-1
117,3,10.681,1.1,step,0
117,4,10.419,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
118,0,5.70944,0.65,step,-3
118,1,7.76167,0.8,step,-2
118,2,10.178,0.95,step,-1
118,3,10.6909,1.1,step,0
118,4,10.4284,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
119,0,5.70022,0.65,step,-3
119,1,7.74956,0.8,step,-2
119,2,10.1627,0.95,step,-1
119,3,10.6782,1.1,step,0
119,4,10.4191,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
120,0,5.70288,0.65,step,-3
120,1,7.75552,0.8,step,-2
120,2,10.1716,0.95,step,-1
120,3,10.6881,1.1,step,0
120,4,10.4287,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
121,0,5.70139,0.65,step,-3
121,1,7.75419,0.8,step,-2
121,2,10.1655,0.95,step,-1
121,3,10.6794,1.1,step,0
121,4,10.4197,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
122,0,5.70579,0.65,step,-3
122,1,7.75949,0.8,step,-2
122,2,10.1778,0.95,step,-1
122,3,10.6903,1.1,step,0
122,4,10.427,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
123,0,5.70334,0.65,step,-3
123,1,7.75335,0.8,step,-2
123,2,10.1666,0.95,step,-1
123,3,10.6804,1.1,step,0
123,4,10.4217,1.25,step,1

frame,idx,score,alpha,step_norm,z_coarse
124,0,5.70496,0.65,step,-3
124,1,7.75569,0.8,step,-2
